cgpa,ssc,hsc,internships,projects,aptitude,communication,training,placed
7.71,57.0,93.0,0.0,5.0,81.0,9.0,0.0,1
9.38,77.0,68.0,0.0,1.0,98.0,7.0,0.0,1
5.91,94.0,55.0,2.0,3.0,41.0,8.0,0.0,0
8.3,91.0,95.0,0.0,3.0,97.0,4.0,0.0,1
8.96,74.0,57.0,0.0,5.0,92.0,1.0,0.0,1
8.83,65.0,72.0,0.0,3.0,82.0,5.0,1.0,1
8.5,52.0,72.0,0.0,4.0,98.0,8.0,1.0,1
8.09,51.0,89.0,2.0,1.0,76.0,4.0,0.0,1
9.77,51.0,81.0,0.0,5.0,80.0,10.0,1.0,1
7.25,53.0,89.0,1.0,5.0,40.0,1.0,1.0,0
7.26,60.0,94.0,3.0,5.0,69.0,6.0,1.0,1
9.03,91.0,86.0,0.0,3.0,41.0,6.0,1.0,1
8.02,64.0,67.0,2.0,1.0,71.0,7.0,0.0,1
6.16,85.0,88.0,1.0,2.0,97.0,3.0,0.0,1
6.9,95.0,63.0,1.0,2.0,80.0,8.0,1.0,1
6.16,68.0,71.0,3.0,4.0,97.0,6.0,0.0,1
6.56,66.0,75.0,2.0,5.0,91.0,7.0,1.0,1
7.66,87.0,50.0,0.0,4.0,57.0,5.0,1.0,1
8.45,80.0,50.0,2.0,0.0,40.0,8.0,1.0,1
9.25,71.0,52.0,2.0,3.0,97.0,2.0,0.0,1
7.38,87.0,88.0,0.0,2.0,54.0,2.0,0.0,0
8.38,61.0,57.0,3.0,5.0,98.0,8.0,1.0,1
8.79,84.0,77.0,2.0,0.0,73.0,1.0,0.0,1
7.12,50.0,90.0,2.0,1.0,63.0,7.0,1.0,1
7.11,67.0,70.0,2.0,0.0,100.0,9.0,1.0,1
5.11,88.0,95.0,0.0,0.0,78.0,1.0,1.0,0
8.47,55.0,79.0,3.0,1.0,57.0,10.0,1.0,1
8.94,84.0,68.0,3.0,1.0,53.0,6.0,0.0,1
7.76,59.0,90.0,1.0,4.0,49.0,9.0,0.0,1
5.49,77.0,62.0,1.0,3.0,42.0,3.0,1.0,0
6.71,76.0,70.0,3.0,0.0,70.0,6.0,0.0,1
5.03,84.0,56.0,0.0,1.0,63.0,2.0,1.0,0
7.68,84.0,80.0,3.0,2.0,91.0,10.0,0.0,1
6.3,66.0,62.0,0.0,0.0,89.0,9.0,1.0,1
9.42,70.0,88.0,0.0,2.0,65.0,2.0,1.0,1
9.7,51.0,93.0,2.0,5.0,81.0,5.0,1.0,1
8.06,80.0,86.0,2.0,1.0,93.0,5.0,0.0,1
6.59,66.0,61.0,0.0,2.0,60.0,3.0,0.0,0
7.54,68.0,56.0,3.0,5.0,52.0,1.0,1.0,1
9.02,59.0,60.0,3.0,4.0,74.0,5.0,0.0,1
5.46,63.0,71.0,0.0,4.0,62.0,9.0,0.0,1
9.66,79.0,90.0,3.0,2.0,52.0,7.0,1.0,1
8.47,80.0,77.0,3.0,2.0,45.0,6.0,1.0,1
8.29,95.0,69.0,2.0,3.0,88.0,3.0,1.0,1
8.07,58.0,90.0,2.0,2.0,100.0,3.0,0.0,1
7.13,65.0,95.0,3.0,5.0,72.0,2.0,0.0,1
5.56,60.0,63.0,0.0,1.0,66.0,5.0,0.0,0
8.05,95.0,69.0,2.0,1.0,56.0,7.0,0.0,1
7.72,51.0,81.0,2.0,1.0,45.0,6.0,1.0,1
8.46,87.0,93.0,1.0,3.0,93.0,8.0,0.0,1
6.86,85.0,66.0,0.0,1.0,44.0,8.0,0.0,0
6.52,84.0,84.0,2.0,5.0,87.0,1.0,1.0,1
5.76,74.0,80.0,2.0,1.0,90.0,4.0,1.0,1
6.08,52.0,68.0,1.0,2.0,83.0,3.0,1.0,1
9.68,56.0,94.0,3.0,2.0,48.0,1.0,1.0,1
5.35,79.0,89.0,3.0,5.0,98.0,6.0,1.0,1
7.14,83.0,91.0,1.0,3.0,50.0,9.0,1.0,1
7.87,71.0,73.0,0.0,0.0,98.0,2.0,1.0,1
7.27,67.0,50.0,2.0,5.0,62.0,3.0,0.0,1
5.63,65.0,87.0,2.0,1.0,52.0,7.0,1.0,0
5.34,74.0,74.0,1.0,0.0,75.0,7.0,0.0,0
5.04,70.0,64.0,3.0,5.0,53.0,4.0,1.0,1
5.66,63.0,59.0,1.0,0.0,53.0,2.0,0.0,0
8.4,54.0,75.0,0.0,3.0,65.0,8.0,0.0,1
9.52,52.0,80.0,0.0,5.0,56.0,10.0,1.0,1
5.81,60.0,82.0,1.0,1.0,78.0,4.0,1.0,1
6.42,95.0,71.0,3.0,3.0,55.0,6.0,0.0,1
7.44,64.0,78.0,3.0,2.0,55.0,6.0,1.0,1
8.06,69.0,89.0,2.0,3.0,98.0,10.0,0.0,1
8.06,89.0,69.0,1.0,1.0,89.0,9.0,0.0,1
7.63,79.0,55.0,0.0,2.0,57.0,10.0,1.0,1
9.53,56.0,57.0,1.0,5.0,42.0,1.0,0.0,0
5.5,84.0,80.0,3.0,2.0,53.0,9.0,0.0,1
8.99,56.0,85.0,1.0,5.0,56.0,4.0,1.0,1
8.17,69.0,62.0,2.0,1.0,99.0,1.0,0.0,1
7.48,93.0,54.0,1.0,5.0,87.0,1.0,1.0,1
8.09,71.0,94.0,1.0,0.0,63.0,8.0,1.0,1
8.5,59.0,60.0,3.0,1.0,44.0,6.0,1.0,1
5.28,55.0,79.0,0.0,3.0,82.0,2.0,1.0,0
6.61,86.0,77.0,0.0,1.0,55.0,8.0,0.0,0
7.56,73.0,90.0,2.0,2.0,87.0,1.0,0.0,1
6.07,55.0,88.0,1.0,4.0,54.0,1.0,0.0,0
7.65,55.0,95.0,3.0,2.0,54.0,2.0,0.0,1
6.01,56.0,81.0,0.0,4.0,81.0,8.0,0.0,1
8.95,87.0,88.0,3.0,1.0,79.0,2.0,0.0,1
8.48,54.0,78.0,3.0,1.0,77.0,3.0,0.0,1
7.51,92.0,56.0,0.0,3.0,81.0,2.0,0.0,1
6.66,92.0,88.0,2.0,5.0,99.0,1.0,1.0,1
6.53,76.0,93.0,2.0,1.0,46.0,7.0,0.0,0
8.11,87.0,69.0,2.0,4.0,71.0,1.0,0.0,1
9.68,59.0,53.0,0.0,1.0,64.0,2.0,0.0,0
8.71,93.0,71.0,1.0,1.0,100.0,5.0,1.0,1
8.05,82.0,83.0,1.0,5.0,59.0,2.0,0.0,1
9.33,89.0,95.0,0.0,4.0,91.0,4.0,1.0,1
7.94,78.0,77.0,0.0,5.0,67.0,8.0,0.0,1
9.39,71.0,92.0,3.0,1.0,69.0,7.0,0.0,1
6.83,50.0,84.0,3.0,0.0,73.0,6.0,1.0,1
8.37,90.0,64.0,1.0,0.0,63.0,6.0,1.0,1
7.9,86.0,58.0,1.0,2.0,69.0,4.0,0.0,1
5.35,89.0,60.0,1.0,3.0,88.0,1.0,0.0,0
9.19,80.0,92.0,1.0,4.0,50.0,8.0,0.0,1
5.92,88.0,79.0,0.0,2.0,86.0,4.0,1.0,1
7.89,63.0,60.0,2.0,3.0,56.0,5.0,0.0,1
7.31,72.0,62.0,1.0,2.0,50.0,1.0,0.0,0
5.17,90.0,78.0,0.0,2.0,44.0,1.0,1.0,0
6.58,84.0,66.0,1.0,4.0,43.0,8.0,1.0,1
8.1,57.0,73.0,0.0,4.0,71.0,10.0,1.0,1
6.32,93.0,57.0,0.0,0.0,84.0,10.0,1.0,1
9.47,52.0,71.0,0.0,0.0,97.0,7.0,0.0,1
9.56,71.0,77.0,2.0,3.0,95.0,10.0,0.0,1
5.13,64.0,61.0,2.0,0.0,76.0,8.0,1.0,1
6.95,83.0,90.0,1.0,5.0,59.0,2.0,0.0,0
5.29,63.0,63.0,2.0,4.0,67.0,3.0,0.0,0
7.76,55.0,54.0,3.0,5.0,49.0,1.0,0.0,1
7.15,89.0,77.0,0.0,2.0,65.0,4.0,0.0,0
8.63,65.0,69.0,1.0,1.0,47.0,3.0,1.0,0
6.09,55.0,59.0,2.0,4.0,62.0,10.0,0.0,1
6.81,82.0,78.0,2.0,0.0,65.0,5.0,0.0,0
6.78,72.0,88.0,1.0,3.0,79.0,3.0,1.0,1
6.99,60.0,51.0,0.0,3.0,98.0,3.0,0.0,1
9.55,71.0,66.0,1.0,3.0,42.0,3.0,0.0,0
5.51,83.0,70.0,1.0,3.0,43.0,3.0,1.0,0
9.06,68.0,80.0,0.0,3.0,71.0,3.0,0.0,1
7.79,51.0,92.0,1.0,1.0,64.0,6.0,1.0,1
7.98,61.0,81.0,0.0,0.0,74.0,8.0,0.0,1
7.95,85.0,76.0,3.0,1.0,82.0,6.0,1.0,1
7.55,90.0,53.0,2.0,0.0,75.0,3.0,1.0,1
5.33,64.0,73.0,3.0,1.0,80.0,4.0,0.0,1
6.03,83.0,84.0,2.0,2.0,59.0,4.0,0.0,0
9.12,86.0,52.0,1.0,2.0,51.0,4.0,0.0,1
5.37,54.0,50.0,0.0,1.0,89.0,1.0,0.0,0
7.03,71.0,61.0,1.0,0.0,61.0,7.0,0.0,0
6.37,63.0,72.0,2.0,2.0,60.0,10.0,0.0,1
9.12,80.0,93.0,2.0,3.0,55.0,6.0,0.0,1
7.41,78.0,63.0,1.0,4.0,99.0,9.0,1.0,1
8.97,94.0,65.0,1.0,4.0,45.0,2.0,0.0,0
6.73,52.0,70.0,0.0,3.0,78.0,6.0,0.0,1
9.15,88.0,67.0,2.0,3.0,93.0,9.0,1.0,1
7.44,91.0,74.0,3.0,4.0,72.0,7.0,1.0,1
7.03,75.0,74.0,3.0,3.0,81.0,6.0,0.0,1
7.42,85.0,91.0,2.0,5.0,49.0,1.0,1.0,1
7.81,54.0,76.0,0.0,0.0,93.0,2.0,0.0,1
8.25,69.0,51.0,2.0,2.0,89.0,3.0,0.0,1
6.75,67.0,76.0,0.0,4.0,55.0,1.0,1.0,0
5.42,71.0,64.0,0.0,0.0,42.0,7.0,0.0,0
9.79,87.0,76.0,0.0,0.0,62.0,4.0,1.0,1
7.38,68.0,82.0,1.0,0.0,60.0,1.0,0.0,0
5.2,59.0,67.0,3.0,2.0,96.0,9.0,1.0,1
9.32,56.0,59.0,0.0,5.0,93.0,1.0,0.0,1
9.75,93.0,85.0,1.0,2.0,97.0,4.0,0.0,1
7.45,80.0,69.0,2.0,2.0,53.0,2.0,1.0,0
5.09,60.0,77.0,2.0,5.0,75.0,5.0,0.0,1
8.49,53.0,83.0,0.0,3.0,65.0,4.0,1.0,1
8.27,63.0,71.0,2.0,2.0,60.0,8.0,0.0,1
7.01,88.0,54.0,3.0,2.0,89.0,1.0,1.0,1
7.65,51.0,81.0,1.0,1.0,74.0,4.0,0.0,1
5.86,58.0,93.0,0.0,3.0,68.0,3.0,0.0,0
5.87,61.0,78.0,1.0,2.0,98.0,10.0,1.0,1
6.39,76.0,73.0,3.0,1.0,86.0,1.0,1.0,1
5.15,62.0,84.0,0.0,4.0,91.0,8.0,1.0,1
8.81,68.0,86.0,2.0,1.0,81.0,10.0,0.0,1
5.03,80.0,80.0,3.0,1.0,44.0,3.0,1.0,0
7.37,60.0,54.0,3.0,2.0,48.0,6.0,1.0,1
5.84,88.0,51.0,3.0,3.0,59.0,4.0,1.0,1
9.29,82.0,68.0,3.0,1.0,50.0,6.0,0.0,1
6.34,67.0,73.0,0.0,4.0,100.0,3.0,1.0,1
7.48,95.0,51.0,2.0,3.0,40.0,9.0,0.0,1
8.5,54.0,58.0,1.0,2.0,45.0,8.0,0.0,1
7.24,78.0,92.0,3.0,2.0,95.0,4.0,1.0,1
5.89,88.0,79.0,2.0,2.0,75.0,5.0,0.0,1
8.95,77.0,78.0,3.0,1.0,85.0,1.0,0.0,1
8.76,89.0,50.0,1.0,3.0,80.0,1.0,1.0,1
8.98,69.0,58.0,3.0,5.0,43.0,5.0,0.0,1
5.63,57.0,69.0,3.0,0.0,66.0,6.0,1.0,1
6.92,74.0,59.0,1.0,3.0,90.0,6.0,0.0,1
5.53,59.0,82.0,2.0,5.0,57.0,10.0,0.0,1
6.66,55.0,84.0,3.0,5.0,45.0,8.0,0.0,1
6.03,79.0,89.0,1.0,3.0,51.0,2.0,0.0,0
7.7,84.0,76.0,1.0,2.0,82.0,8.0,0.0,1
8.86,92.0,63.0,1.0,3.0,71.0,6.0,1.0,1
5.09,52.0,77.0,0.0,3.0,42.0,9.0,1.0,0
7.58,89.0,62.0,0.0,3.0,62.0,1.0,0.0,0
5.76,89.0,61.0,3.0,4.0,63.0,8.0,1.0,1
5.4,77.0,95.0,2.0,1.0,59.0,3.0,0.0,0
6.36,90.0,87.0,2.0,0.0,71.0,3.0,1.0,0
5.52,72.0,82.0,3.0,5.0,95.0,1.0,1.0,1
6.63,69.0,91.0,3.0,1.0,58.0,9.0,1.0,1
8.27,53.0,52.0,1.0,0.0,61.0,7.0,0.0,1
7.62,95.0,67.0,0.0,2.0,60.0,2.0,1.0,0
9.14,88.0,50.0,2.0,0.0,75.0,1.0,0.0,1
8.11,73.0,78.0,1.0,0.0,79.0,8.0,1.0,1
8.32,70.0,52.0,2.0,2.0,94.0,1.0,1.0,1
7.32,74.0,72.0,3.0,1.0,78.0,8.0,1.0,1
6.75,90.0,64.0,1.0,3.0,94.0,5.0,1.0,1
9.32,88.0,83.0,0.0,5.0,57.0,3.0,1.0,1
6.02,73.0,61.0,1.0,1.0,82.0,9.0,0.0,1
9.79,92.0,65.0,0.0,4.0,85.0,10.0,1.0,1
5.41,67.0,74.0,0.0,1.0,73.0,4.0,0.0,0
6.27,93.0,89.0,3.0,5.0,80.0,4.0,0.0,1
7.29,77.0,78.0,3.0,5.0,42.0,9.0,1.0,1
7.51,95.0,55.0,1.0,0.0,58.0,8.0,0.0,1
8.99,85.0,72.0,1.0,4.0,89.0,8.0,0.0,1
8.48,77.0,58.0,0.0,4.0,84.0,9.0,0.0,1
7.49,80.0,92.0,0.0,1.0,69.0,1.0,0.0,0
9.61,92.0,92.0,3.0,1.0,68.0,3.0,0.0,1
9.41,93.0,74.0,2.0,2.0,54.0,3.0,1.0,1
5.13,90.0,67.0,0.0,1.0,71.0,2.0,1.0,0
9.57,86.0,87.0,3.0,1.0,83.0,10.0,1.0,1
9.08,72.0,74.0,1.0,2.0,65.0,3.0,0.0,1
9.34,77.0,78.0,3.0,3.0,93.0,5.0,0.0,1
6.99,56.0,71.0,1.0,5.0,52.0,1.0,1.0,0
6.43,89.0,66.0,0.0,3.0,57.0,2.0,1.0,0
5.48,94.0,87.0,2.0,2.0,84.0,1.0,1.0,1
7.45,94.0,60.0,3.0,5.0,59.0,9.0,0.0,1
5.08,67.0,92.0,0.0,2.0,96.0,1.0,1.0,0
6.65,87.0,73.0,2.0,5.0,95.0,1.0,0.0,1
7.63,79.0,69.0,2.0,0.0,59.0,4.0,1.0,1
5.93,68.0,52.0,3.0,5.0,78.0,2.0,1.0,1
6.91,81.0,80.0,2.0,4.0,49.0,5.0,0.0,1
6.7,72.0,83.0,2.0,1.0,66.0,1.0,1.0,0
5.75,71.0,86.0,0.0,2.0,59.0,6.0,0.0,0
5.52,75.0,73.0,3.0,3.0,89.0,2.0,0.0,1
7.33,51.0,93.0,3.0,3.0,49.0,1.0,0.0,0
7.98,84.0,64.0,2.0,3.0,83.0,3.0,1.0,1
7.89,92.0,76.0,0.0,0.0,76.0,6.0,0.0,1
8.17,67.0,92.0,3.0,4.0,94.0,7.0,0.0,1
5.42,59.0,95.0,1.0,2.0,53.0,9.0,1.0,1
9.4,82.0,61.0,3.0,4.0,58.0,3.0,0.0,1
7.47,90.0,71.0,1.0,4.0,53.0,3.0,0.0,0
7.79,72.0,81.0,1.0,5.0,100.0,3.0,0.0,1
5.39,53.0,81.0,3.0,0.0,87.0,5.0,0.0,1
5.15,93.0,65.0,0.0,4.0,51.0,9.0,1.0,0
9.37,86.0,52.0,2.0,0.0,98.0,2.0,0.0,1
6.79,93.0,62.0,2.0,2.0,100.0,2.0,1.0,1
5.72,86.0,54.0,0.0,4.0,60.0,6.0,1.0,0
6.97,51.0,51.0,0.0,2.0,71.0,1.0,0.0,0
5.33,73.0,52.0,3.0,3.0,66.0,1.0,0.0,0
8.15,77.0,81.0,2.0,3.0,62.0,5.0,1.0,1
5.91,69.0,89.0,3.0,4.0,62.0,8.0,1.0,1
8.03,75.0,91.0,1.0,4.0,78.0,2.0,0.0,1
6.61,95.0,74.0,0.0,4.0,45.0,9.0,1.0,1
6.41,78.0,69.0,2.0,5.0,53.0,3.0,1.0,1
5.1,82.0,62.0,1.0,1.0,54.0,3.0,1.0,0
9.48,95.0,83.0,2.0,4.0,58.0,1.0,1.0,1
8.33,67.0,78.0,2.0,2.0,53.0,9.0,0.0,1
9.3,55.0,92.0,3.0,2.0,63.0,5.0,0.0,1
7.88,89.0,67.0,0.0,5.0,63.0,8.0,0.0,1
6.3,64.0,51.0,0.0,3.0,57.0,6.0,0.0,0
5.11,53.0,80.0,0.0,0.0,63.0,9.0,1.0,0
9.69,58.0,73.0,1.0,2.0,91.0,3.0,1.0,1
6.04,71.0,90.0,0.0,3.0,95.0,2.0,1.0,1
6.8,66.0,59.0,2.0,4.0,98.0,7.0,1.0,1
6.32,85.0,60.0,2.0,4.0,81.0,2.0,1.0,1
8.09,61.0,69.0,1.0,3.0,91.0,4.0,1.0,1
9.45,51.0,86.0,3.0,2.0,52.0,2.0,0.0,1
7.49,62.0,85.0,1.0,0.0,91.0,9.0,1.0,1
6.84,70.0,75.0,1.0,3.0,78.0,9.0,1.0,1
6.46,63.0,72.0,3.0,1.0,42.0,2.0,1.0,0
5.87,74.0,59.0,1.0,4.0,61.0,4.0,0.0,0
7.63,79.0,66.0,3.0,3.0,41.0,9.0,1.0,1
8.5,71.0,51.0,2.0,2.0,80.0,5.0,0.0,1
6.88,91.0,95.0,3.0,5.0,60.0,9.0,1.0,1
8.37,64.0,79.0,1.0,3.0,56.0,6.0,1.0,1
9.14,84.0,64.0,3.0,0.0,83.0,6.0,1.0,1
7.7,61.0,91.0,3.0,3.0,71.0,6.0,0.0,1
9.18,78.0,50.0,1.0,2.0,87.0,7.0,0.0,1
7.08,93.0,51.0,0.0,5.0,82.0,1.0,1.0,1
6.76,84.0,75.0,3.0,3.0,96.0,4.0,0.0,1
8.81,63.0,92.0,3.0,2.0,43.0,9.0,1.0,1
9.7,79.0,72.0,2.0,2.0,53.0,10.0,0.0,1
8.15,76.0,68.0,0.0,1.0,44.0,7.0,0.0,0
6.62,64.0,71.0,0.0,0.0,81.0,4.0,1.0,0
5.18,50.0,79.0,2.0,3.0,94.0,4.0,0.0,1
5.81,60.0,78.0,1.0,2.0,78.0,6.0,0.0,1
7.11,66.0,75.0,3.0,3.0,84.0,4.0,1.0,1
6.11,94.0,70.0,0.0,1.0,83.0,2.0,0.0,0
5.41,92.0,55.0,0.0,1.0,72.0,6.0,1.0,0
9.2,89.0,83.0,3.0,4.0,54.0,7.0,0.0,1
9.08,78.0,54.0,2.0,1.0,98.0,4.0,1.0,1
7.5,68.0,60.0,3.0,1.0,60.0,10.0,0.0,1
6.06,67.0,84.0,2.0,2.0,79.0,10.0,0.0,1
5.16,86.0,77.0,0.0,1.0,83.0,1.0,0.0,0
8.61,88.0,76.0,2.0,0.0,41.0,2.0,1.0,0
7.43,80.0,55.0,1.0,4.0,96.0,10.0,0.0,1
7.96,58.0,71.0,3.0,4.0,77.0,5.0,0.0,1
6.84,86.0,79.0,3.0,1.0,80.0,6.0,0.0,1
6.8,69.0,66.0,3.0,2.0,96.0,1.0,0.0,1
6.12,93.0,71.0,3.0,3.0,64.0,10.0,0.0,1
7.92,50.0,56.0,2.0,0.0,69.0,10.0,1.0,1
8.72,69.0,64.0,2.0,4.0,73.0,9.0,1.0,1
5.86,72.0,90.0,2.0,3.0,63.0,2.0,0.0,0
8.24,68.0,94.0,2.0,4.0,87.0,3.0,0.0,1
5.06,52.0,62.0,0.0,1.0,92.0,3.0,1.0,0
6.98,84.0,56.0,3.0,5.0,65.0,5.0,1.0,1
5.29,73.0,85.0,1.0,0.0,46.0,5.0,0.0,0
8.96,95.0,88.0,3.0,2.0,44.0,1.0,1.0,1
6.09,95.0,61.0,3.0,4.0,98.0,1.0,0.0,1
6.53,87.0,66.0,1.0,3.0,57.0,9.0,1.0,1
6.48,57.0,64.0,0.0,4.0,88.0,4.0,1.0,1
8.28,63.0,70.0,0.0,0.0,95.0,3.0,0.0,1
7.99,54.0,62.0,3.0,2.0,66.0,1.0,1.0,1
7.48,81.0,85.0,3.0,3.0,74.0,6.0,1.0,1
5.49,81.0,68.0,1.0,2.0,79.0,10.0,0.0,1
9.3,61.0,88.0,0.0,1.0,82.0,1.0,1.0,1
6.06,56.0,80.0,0.0,2.0,73.0,3.0,0.0,0
9.48,68.0,78.0,1.0,2.0,74.0,6.0,1.0,1
7.43,89.0,90.0,2.0,4.0,88.0,9.0,0.0,1
9.66,68.0,73.0,2.0,0.0,44.0,10.0,0.0,1
7.83,61.0,62.0,1.0,3.0,49.0,6.0,1.0,1
8.66,53.0,53.0,2.0,0.0,58.0,10.0,1.0,1
8.5,52.0,52.0,1.0,2.0,45.0,1.0,0.0,0
6.76,90.0,68.0,2.0,2.0,96.0,2.0,1.0,1
5.36,55.0,56.0,3.0,4.0,56.0,4.0,1.0,1
5.31,81.0,90.0,2.0,4.0,91.0,2.0,0.0,1
9.46,80.0,55.0,2.0,4.0,45.0,3.0,0.0,1
8.86,73.0,71.0,2.0,2.0,97.0,1.0,1.0,1
7.21,70.0,94.0,2.0,4.0,50.0,9.0,0.0,1
9.11,93.0,81.0,0.0,2.0,56.0,2.0,0.0,0
8.22,69.0,70.0,3.0,4.0,96.0,3.0,0.0,1
8.27,64.0,70.0,3.0,2.0,75.0,6.0,0.0,1
8.17,74.0,87.0,1.0,2.0,92.0,4.0,0.0,1
9.35,85.0,55.0,3.0,4.0,61.0,8.0,0.0,1
9.57,71.0,57.0,3.0,2.0,59.0,8.0,1.0,1
6.24,76.0,70.0,0.0,2.0,51.0,1.0,0.0,0
5.78,77.0,95.0,0.0,4.0,64.0,8.0,1.0,1
6.08,72.0,81.0,0.0,5.0,67.0,4.0,1.0,1
6.85,89.0,91.0,1.0,4.0,85.0,10.0,1.0,1
7.35,91.0,84.0,1.0,2.0,47.0,1.0,1.0,0
8.19,55.0,67.0,0.0,4.0,48.0,3.0,1.0,0
5.55,61.0,93.0,2.0,0.0,43.0,6.0,0.0,0
9.66,72.0,78.0,0.0,2.0,47.0,10.0,1.0,1
6.55,94.0,50.0,0.0,4.0,74.0,6.0,1.0,1
8.84,66.0,72.0,1.0,1.0,57.0,9.0,1.0,1
8.71,54.0,56.0,3.0,0.0,69.0,10.0,1.0,1
5.7,66.0,59.0,3.0,2.0,44.0,5.0,1.0,0
8.61,70.0,74.0,1.0,3.0,44.0,4.0,1.0,1
7.41,62.0,78.0,0.0,2.0,62.0,5.0,1.0,1
9.71,93.0,84.0,0.0,3.0,94.0,2.0,0.0,1
6.25,87.0,70.0,2.0,1.0,100.0,7.0,0.0,1
6.86,78.0,68.0,1.0,4.0,46.0,8.0,0.0,1
6.57,69.0,69.0,1.0,1.0,50.0,1.0,1.0,0
5.32,95.0,73.0,3.0,3.0,87.0,3.0,1.0,1
6.49,89.0,70.0,3.0,5.0,71.0,2.0,0.0,1
9.49,68.0,72.0,2.0,0.0,77.0,7.0,1.0,1
7.68,83.0,52.0,1.0,5.0,85.0,10.0,1.0,1
8.96,58.0,87.0,1.0,1.0,53.0,10.0,1.0,1
7.61,83.0,56.0,0.0,3.0,83.0,8.0,1.0,1
5.03,91.0,78.0,0.0,4.0,60.0,6.0,1.0,0
5.79,85.0,71.0,3.0,1.0,58.0,3.0,1.0,0
6.02,90.0,58.0,0.0,3.0,58.0,5.0,1.0,0
9.36,67.0,56.0,3.0,5.0,62.0,1.0,1.0,1
6.19,57.0,82.0,1.0,4.0,83.0,3.0,1.0,1
8.4,52.0,75.0,3.0,0.0,98.0,1.0,1.0,1
7.29,95.0,66.0,2.0,4.0,59.0,1.0,0.0,0
7.08,86.0,59.0,2.0,2.0,48.0,4.0,1.0,0
5.78,76.0,61.0,3.0,4.0,99.0,9.0,0.0,1
5.2,62.0,65.0,0.0,3.0,43.0,8.0,0.0,0
8.65,68.0,75.0,3.0,5.0,59.0,9.0,0.0,1
8.5,53.0,87.0,2.0,1.0,79.0,6.0,1.0,1
6.58,74.0,70.0,0.0,3.0,67.0,7.0,0.0,1
8.6,83.0,54.0,2.0,0.0,59.0,4.0,0.0,1
5.7,69.0,74.0,1.0,1.0,84.0,4.0,0.0,0
5.18,52.0,71.0,1.0,0.0,55.0,7.0,0.0,0
6.39,75.0,85.0,1.0,5.0,55.0,5.0,1.0,1
7.84,74.0,53.0,0.0,0.0,70.0,9.0,0.0,1
7.39,57.0,94.0,0.0,5.0,60.0,4.0,1.0,1
9.77,55.0,91.0,2.0,0.0,69.0,8.0,1.0,1
9.53,80.0,89.0,3.0,2.0,52.0,4.0,0.0,1
9.22,85.0,83.0,1.0,2.0,45.0,3.0,1.0,1
7.37,54.0,69.0,1.0,4.0,50.0,5.0,0.0,0
8.47,94.0,91.0,0.0,1.0,78.0,10.0,1.0,1
5.88,90.0,55.0,1.0,1.0,76.0,1.0,0.0,0
6.38,66.0,78.0,1.0,3.0,66.0,7.0,0.0,1
8.24,80.0,95.0,0.0,2.0,74.0,10.0,0.0,1
6.18,57.0,65.0,2.0,5.0,62.0,8.0,1.0,1
5.64,52.0,86.0,0.0,1.0,61.0,1.0,1.0,0
7.46,67.0,63.0,3.0,1.0,49.0,6.0,0.0,1
6.64,83.0,53.0,2.0,2.0,96.0,2.0,0.0,1
7.44,54.0,87.0,0.0,1.0,48.0,3.0,0.0,0
9.28,66.0,83.0,2.0,3.0,89.0,1.0,1.0,1
8.44,82.0,86.0,2.0,4.0,96.0,5.0,1.0,1
5.21,83.0,94.0,2.0,0.0,69.0,9.0,1.0,1
7.27,86.0,86.0,3.0,2.0,60.0,7.0,1.0,1
8.45,88.0,65.0,1.0,2.0,87.0,10.0,0.0,1
6.59,69.0,80.0,2.0,2.0,44.0,4.0,0.0,0
8.91,53.0,59.0,0.0,1.0,83.0,4.0,1.0,1
9.09,72.0,55.0,0.0,1.0,42.0,3.0,1.0,0
5.1,70.0,54.0,0.0,2.0,43.0,10.0,1.0,0
7.78,54.0,84.0,1.0,4.0,44.0,1.0,1.0,0
5.38,83.0,67.0,1.0,2.0,62.0,2.0,1.0,0
9.51,77.0,93.0,0.0,1.0,55.0,5.0,1.0,1
6.15,68.0,67.0,2.0,4.0,44.0,2.0,1.0,0
9.2,67.0,71.0,3.0,5.0,48.0,8.0,0.0,1
6.95,88.0,77.0,1.0,4.0,96.0,5.0,1.0,1
7.28,56.0,72.0,3.0,3.0,45.0,5.0,0.0,1
7.59,80.0,66.0,3.0,1.0,71.0,6.0,0.0,1
8.14,74.0,89.0,0.0,5.0,72.0,10.0,1.0,1
5.5,59.0,87.0,3.0,3.0,92.0,9.0,1.0,1
7.38,82.0,85.0,2.0,2.0,78.0,3.0,1.0,1
5.49,87.0,94.0,3.0,4.0,41.0,3.0,0.0,0
6.15,53.0,55.0,3.0,2.0,96.0,6.0,0.0,1
8.07,59.0,50.0,1.0,3.0,84.0,10.0,0.0,1
9.35,67.0,80.0,2.0,3.0,48.0,8.0,0.0,1
9.67,51.0,78.0,2.0,1.0,45.0,5.0,0.0,1
7.72,54.0,53.0,1.0,4.0,57.0,8.0,1.0,1
9.29,66.0,72.0,2.0,0.0,76.0,5.0,1.0,1
8.28,64.0,50.0,1.0,0.0,57.0,3.0,1.0,0
5.26,64.0,85.0,0.0,3.0,67.0,1.0,0.0,0
6.14,88.0,53.0,3.0,2.0,49.0,8.0,0.0,1
6.13,57.0,69.0,0.0,1.0,75.0,4.0,0.0,0
